basin_id,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-KGE,Beta-NSE,FHV,FMS,FLV,Peak-Timing,Missed-Peaks,Peak-MAPE
CAMELS_UY_10,0.4976954460144043,0.7113232612609863,0.8433998228959895,0.46805157011819365,1.2714358584651424,0.8783041834831238,1.4410009384155273,0.34521255292510833,52.54194259643555,-31.449609756469727,55.378658294677734,1.8235294117647058,0.6923076923076923,31.47345542907715
CAMELS_UY_11,0.15963351726531982,2.119706630706787,1.4559212309416973,0.5721429578801589,1.143216195820291,0.6478660106658936,1.196347713470459,0.12133977484821823,2.4391493797302246,63.907493591308594,40.41094207763672,1.0,0.34,51.9605827331543
CAMELS_UY_15,0.8096880316734314,0.7436453700065613,0.8623487519597632,0.7767796315986073,0.8838061526383608,0.9024132490158081,1.1637166738510132,0.06569103579851401,-10.914196014404297,-11.108929634094238,-26.938549041748047,0.5,0.3620689655172414,29.67218780517578
CAMELS_UY_16,0.32400810718536377,5.475996971130371,2.340084821353784,0.5767259484561826,0.8427421398378364,0.6141155958175659,0.9256755709648132,-0.029322401243321684,-15.724732398986816,2.5502848625183105,-544.3201904296875,0.9090909090909091,0.3225806451612903,47.54034423828125
CAMELS_UY_2,0.6612797975540161,2.0799672603607178,1.442209159713222,0.7884739010864172,1.1205428628029124,0.8572198152542114,1.0991288423538208,0.06486048822746297,24.139673233032227,-21.438159942626953,59.186927795410156,2.0526315789473686,0.7777777777777778,50.09616470336914
CAMELS_UY_3,0.82293301820755,1.671555757522583,1.2928865988641784,0.8613490405561561,1.0838023914807138,0.9224365949630737,1.0786458253860474,0.0437872444274247,12.131363868713379,-22.3001651763916,47.953617095947266,0.6190476190476191,0.30612244897959184,32.083152770996094
CAMELS_UY_5,0.7950366139411926,4.450026035308838,2.1095084819238905,0.7470418640586047,1.0626558059913007,0.9092344045639038,1.227648138999939,0.09017864013963492,12.831607818603516,-17.30738639831543,-77.92535400390625,0.75,0.5,36.37866973876953
CAMELS_UY_6,0.8728206157684326,1.2252798080444336,1.106923578231322,0.8377528486580333,1.0844843328744826,0.9469255208969116,1.1279438734054565,0.07017716821966952,9.996954917907715,-24.925153732299805,79.40158081054688,1.3,0.48717948717948717,29.45751190185547
CAMELS_UY_7,0.5994420051574707,7.087249755859375,2.6621889031132584,0.7091665450271485,0.9512194651917327,0.7936666011810303,1.1990755796432495,0.07511440687140666,-5.005763530731201,-19.336563110351562,57.4495964050293,1.0526315789473684,0.5918367346938775,43.68071365356445
CAMELS_UY_8,0.7032342553138733,4.636641979217529,2.15328632077054,0.5406861323018681,1.0273000643831887,0.8654711246490479,1.4383217096328735,0.1400619354935218,1.044425129890442,-17.693939208984375,-86.4605941772461,0.5714285714285714,0.4444444444444444,41.8592529296875
CAMELS_UY_9,0.8449356555938721,0.8342149257659912,0.9133536695968277,0.8426440152533743,0.9138233666987856,0.9215563535690308,1.1057406663894653,0.06535039686790031,-5.304129123687744,-34.910552978515625,78.70768737792969,1.6666666666666667,0.5,32.80339813232422
