basin,NSE,RMSE,MSE,Beta-KGE
CAMELS_UY_10,0.6392438411712646,0.7147544012878192,0.5108738541603088,1.2661736011505127
CAMELS_UY_11,-0.05039405822753906,1.627719803834844,2.6494717597961426,1.4020711183547974
CAMELS_UY_15,0.7094385623931885,1.065537822211417,1.1353708505630493,1.2499834299087524
CAMELS_UY_16,0.3172975778579712,2.3516709819116977,5.530356407165527,1.0604501962661743
CAMELS_UY_2,0.6044795513153076,1.558447503516182,2.4287586212158203,1.1189876794815063
CAMELS_UY_3,0.6090565919876099,1.9210939138194445,3.6906018257141113,1.153869867324829
CAMELS_UY_5,0.6532081365585327,2.743958686417511,7.529309272766113,1.1547231674194336
CAMELS_UY_6,0.650637149810791,1.8346265941991635,3.3658547401428223,1.2367504835128784
CAMELS_UY_7,0.44396018981933594,3.1365998698090474,9.838258743286133,1.4769682884216309
CAMELS_UY_8,0.5683555603027344,2.596916380184188,6.743974685668945,1.474848985671997
CAMELS_UY_9,0.8139859437942505,1.0003588747752852,1.0007178783416748,1.0725542306900024
