basin,NSE,RMSE,MSE,Beta-KGE
CAMELS_UY_10,0.4023374319076538,0.9199791503699845,0.8463616371154785,1.5035167932510376
CAMELS_UY_11,0.11597335338592529,1.4932626575678822,2.2298333644866943,1.2467023134231567
CAMELS_UY_15,0.785399854183197,0.9157245881274946,0.8385515213012695,1.2760324478149414
CAMELS_UY_16,0.3030658960342407,2.3760561351566953,5.6456427574157715,1.005216360092163
CAMELS_UY_2,0.6754225492477417,1.4117795102544664,1.9931213855743408,1.1317914724349976
CAMELS_UY_3,0.8012388944625854,1.369800533754298,1.8763535022735596,1.1252225637435913
CAMELS_UY_5,0.8187040686607361,1.9839794936235542,3.9361746311187744,1.2119293212890625
CAMELS_UY_6,0.8615319728851318,1.155005532784029,1.3340377807617188,1.1630436182022095
CAMELS_UY_7,0.5875918865203857,2.701281232957803,7.296920299530029,1.245017647743225
CAMELS_UY_8,0.6844650506973267,2.2203354879285873,4.929889678955078,1.4340577125549316
CAMELS_UY_9,0.8291429281234741,0.9587368772023919,0.9191763997077942,1.1461986303329468
