basin,NSE,RMSE,MSE,Beta-KGE
CAMELS_UY_10,0.6098369359970093,0.7433151913540194,0.5525174736976624,1.249183177947998
CAMELS_UY_11,-0.3091052770614624,1.8171502015213041,3.302034854888916,1.5074939727783203
CAMELS_UY_15,0.6832996606826782,1.1124337165888631,1.237508773803711,1.432947039604187
CAMELS_UY_16,0.2324925661087036,2.4934584865506806,6.217335224151611,1.5670955181121826
CAMELS_UY_2,0.6289572715759277,1.509453152672893,2.2784488201141357,1.2398290634155273
CAMELS_UY_3,0.6487842202186584,1.8208688041438617,3.315563201904297,1.2319695949554443
CAMELS_UY_5,0.638316810131073,2.8022526875385263,7.8526201248168945,1.3839282989501953
CAMELS_UY_6,0.6836175918579102,1.7458843472598515,3.048112154006958,1.2872153520584106
CAMELS_UY_7,0.41455167531967163,3.218477404263981,10.358596801757812,1.4998630285263062
CAMELS_UY_8,0.5204814672470093,2.737143722412309,7.491955757141113,1.6942511796951294
CAMELS_UY_9,0.8001477718353271,1.036901535789139,1.075164794921875,1.0451631546020508
