,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Sarandi del Yi,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Durazno,Paso Baltasar,Paso de Coelho,Tacuarembo,Paso Manuel Diaz,Paso de los Mellizos,Bequelo,Paso de la Compania
1981-02-19,1.857,,77.637,,,,,256.078,,53.115,,,120.702,,,
1981-02-20,1.887,,94.265,,,,,324.582,,47.244,,,111.937,,,
1981-02-21,1.887,,110.587,,,,,357.682,,33.116,,,99.301,,,
1981-02-22,1.857,,137.831,,,,,371.2,,14.918,,,88.896,,,
1981-02-23,1.736,,145.793,,,,,381.792,,15.767,,,76.564,,,
1981-02-24,1.537,,135.223,,,,,387.825,,15.473,,,63.022,,,
1981-02-25,1.397,,107.945,,,,,387.825,,11.353,,,47.194,,,
1981-02-26,1.224,,80.605,,,,,382.451,,,,,32.585,,,
1981-02-27,1.027,,51.97,,,,,346.107,,,,,15.347,,,
1981-02-28,0.963,,26.444,,,,,262.812,,,,,9.921,,,
1981-03-01,0.909,,15.02,,,,,168.019,,2.754,,,7.21,,,
1981-03-02,0.851,,13.896,,,,,80.736,,2.462,,,8.199,,,
1981-03-03,0.83,,15.13,,,,,51.277,,2.909,,,21.014,,,
1981-03-04,0.75,,18.93,,,,,40.123,,2.99,,,32.976,,,
1981-03-05,0.697,,12.95,,,,,44.53,,4.415,,,44.272,,,
1981-03-06,0.645,,9.944,,,,,54.868,,7.746,,,44.733,,,
1981-03-07,0.645,,11.508,,,,,55.878,,5.884,,,37.298,,,
1981-03-08,0.645,,10.335,,,,,57.345,,3.589,,,24.896,,,
1981-03-09,0.642,,8.731,,,,,55.024,,2.743,,,13.997,,,
1981-03-10,0.576,,8.408,,,,,45.215,,2.297,,,8.502,,,
1981-03-11,0.551,,7.414,,,,,31.239,,1.978,,,6.445,,,
1981-03-12,0.532,,5.8,,,,,25.262,,1.745,,,5.21,,,
1981-03-13,0.466,,4.711,,,,,21.877,,1.576,,,4.575,,,
1981-03-14,0.462,,7.298,,,,,17.97,,1.822,,,4.951,,,
1981-03-15,0.462,,10.271,,,,,16.902,,2.574,,,11.763,,,
1981-03-16,0.462,,12.206,,,,,19.927,,2.982,,,17.025,,,
1981-03-17,0.462,,9.184,,,,,22.401,,6.244,,,19.369,,,
1981-03-18,0.462,,9.879,,,,,28.007,,7.941,,,18.662,,,
1981-03-19,0.462,,11.654,,,,,30.286,,5.661,,,15.703,,,
1981-03-20,0.462,,11.765,,,,,32.616,,3.662,,,11.528,,,
1981-03-21,0.438,,10.169,,,,,28.986,,2.654,,,7.361,,,
1981-03-22,0.371,,8.333,,,,,23.192,,2.248,,,5.47,,,
1981-03-23,0.322,,6.346,,,,,19.927,,1.799,,,3.826,,,
1981-03-24,0.305,,5.126,,,,,17.804,,1.634,,,3.291,,,
1981-03-25,0.305,,4.851,,,,,15.836,,1.469,,,2.871,,,
1981-03-26,0.305,,3.74,,,,,14.017,,1.305,,,2.831,,,
1981-03-27,0.305,,3.469,,,,,12.342,,1.151,,,2.803,,,
1981-03-28,0.287,,3.488,,,,,10.908,,1.075,,,2.483,,,
1981-03-29,0.276,,3.692,,,,,10.693,,1.691,,,5.337,,,
1981-03-30,0.276,,3.619,,,,,9.596,,2.221,,,10.157,,,
1981-03-31,0.276,,3.305,,,,,10.927,,2.991,,,6.849,,,
1981-04-01,0.276,,3.27,,,,,13.651,,2.945,,,4.435,,,
1981-04-02,0.276,,3.11,,,,,12.454,,2.636,,,3.73,,,
1981-04-03,0.276,,3.067,,,,,11.724,,2.676,,,3.107,,,
1981-04-04,0.276,,2.808,,,,,10.693,,2.625,,,2.831,,,
1981-04-05,0.276,,2.735,,,,,9.4,,2.448,,,2.803,,,
1981-04-06,0.276,,3.052,,,,,8.206,,2.132,,,2.275,,,
1981-04-07,0.276,,2.808,,,,,8.112,,1.813,,,2.042,,,
1981-04-08,0.276,,2.719,,,,,8.112,,1.623,,,2.042,,,
1981-04-09,0.276,,2.574,,,,,8.028,,1.33,,,2.096,,,
1981-04-10,0.276,,3.212,,,,,7.039,,1.301,,,3.008,,,
1981-04-11,0.276,,5.037,,,,,7.039,,1.312,,,4.367,,,
1981-04-12,0.276,,6.041,,,,,8.028,,1.451,,,7.924,,,
1981-04-13,0.287,,8.494,,,,,8.833,,1.553,,,12.984,,,
1981-04-14,0.322,,11.277,,,,,13.993,,2.115,,,14.778,,,
1981-04-15,0.334,,11.602,,,,,18.656,,2.689,,,12.219,,,
1981-04-16,0.334,,8.267,,,,,22.032,,2.776,,,8.32,,,
1981-04-17,0.316,,6.599,,,,,21.14,,2.625,,,5.534,,,
1981-04-18,0.305,,5.331,,,,,17.036,,2.405,,,3.597,,,
1981-04-19,0.305,,4.358,,,,,13.365,,2.214,,,2.673,,,
1981-04-20,0.305,,3.701,,,,,10.805,,1.964,,,2.419,,,
1981-04-21,0.305,,3.495,,,,,9.4,,1.787,,,2.419,,,
1981-04-22,0.305,,3.186,,,,,8.206,,1.484,,,2.419,,,
1981-04-23,0.305,,2.883,,,,,8.112,,1.316,,,2.419,,,
1981-04-24,0.305,,3.474,,,,,8.112,,1.205,,,2.419,,,
1981-04-25,0.305,,3.368,,,,,8.206,,1.32,,,3.211,,,
1981-04-26,0.307,,3.41,,,,,9.298,,4.489,,,10.8,,,
1981-04-27,0.335,,6.489,,,,,10.97,,6.342,,,11.577,,,
1981-04-28,0.377,,8.716,,,,,14.017,,9.336,,,16.134,,,
1981-04-29,0.38,,12.941,,,,,17.888,,14.185,,,30.351,,,
1981-04-30,0.38,,21.349,,,,,28.444,,22.261,,,35.505,,,
1981-05-01,,,24.408,,,,,44.706,,26.327,,,34.585,,,
1981-05-02,,,29.232,,,,,53.021,,24.572,,,26.561,,,
1981-05-03,,,32.985,,,,,60.695,,17.901,,,20.826,,,
1981-05-04,,,34.353,,,,,61.752,,11.245,,,15.584,,,
1981-05-05,,,30.893,,,,,59.319,,7.538,,,11.508,,,
1981-05-06,,,26.771,,,,,54.824,,5.312,,,9.27,,,
1981-05-07,,,21.84,,,,,48.811,,3.746,,,12.083,,,
1981-05-08,,,15.211,,,,,34.789,,3.204,,,13.588,,,
1981-05-09,,,13.418,,,,,27.677,,3.251,,,11.687,,,
1981-05-10,,,21.811,,,,,33.167,,5.732,,,31.214,,,
1981-05-11,,,38.094,,,,,42.632,,7.509,,,44.043,,,
1981-05-12,,,35.793,,,,,54.722,,8.273,,,57.838,,,
1981-05-13,,,40.514,,,,,69.507,,14.183,,,68.189,,,
1981-05-14,,,58.55,,,,,91.142,,28.752,,,83.806,,,
1981-05-15,,,68.807,,,,,145.228,,40.52,,,94.497,,,
1981-05-16,,,90.79,,,,,190.463,,46.755,,,104.204,,,
1981-05-17,,,95.751,,,,,232.26,,54.243,,,113.913,,,
1981-05-18,,,101.683,,,,,290.503,,69.41,,,116.194,,,
1981-05-19,,,108.8,,,,,368.643,,79.653,,,110.425,,,
1981-05-20,,,115.68,,,,,438.874,,93.441,,,111.276,,,
1981-05-21,,,109.917,,,,,470.353,,86.997,,,101.475,,,
1981-05-22,,,67.165,,,,,452.013,,77.598,,,95.477,,,
1981-05-23,,,42.876,,,,,441.003,,89.147,,,87.792,,,
1981-05-24,,,52.344,,,,,440.202,,84.444,,,77.478,,,
1981-05-25,,,52.685,,,,,446.183,,63.051,,,81.305,,,
1981-05-26,,,59.476,,,,,436.158,,44.041,,,70.346,,,
1981-05-27,,,51.539,,,,,383.354,,35.073,,,69.371,,,
1981-05-28,,,45.822,,,,,327.735,,39.587,,,81.868,,,
1981-05-29,,,47.308,,,,,247.135,,47.904,,,85.514,,,
1981-05-30,,,54.737,,,,,218.608,,46.289,,,78.094,,,
1981-05-31,,,56.446,,,,,214.382,,30.442,,,65.734,,,
1981-06-01,4.393,,52.732,,,,,225.254,,15.977,,,56.43,,,
1981-06-02,78.732,,83.931,,,,,304.899,,28.518,,,68.842,,,
1981-06-03,253.123,,124.988,,,,,460.461,,70.554,,,93.374,,,
1981-06-04,235.674,,116.335,,,,,446.183,,77.314,,,116.883,,,
1981-06-05,209.569,,91.329,,,,,446.183,,87.527,,,167.87,,,
1981-06-06,159.379,,86.827,,,,,497.184,,106.951,,,170.042,,,
1981-06-07,83.024,,99.063,,,,,537.538,,86.714,,,140.773,,,
1981-06-08,21.068,,107.237,,,,,520.595,,53.108,,,103.157,,,
1981-06-09,6.051,,95.228,,,,,497.693,,27.566,,,87.106,,,
1981-06-10,4.071,,77.624,,,,,449.306,,14.381,,,67.19,,,
1981-06-11,2.918,,54.48,,,,,434.385,,10.251,,,51.934,,,
1981-06-12,2.033,,38.471,,,,,391.396,,8.359,,,34.397,,,
1981-06-13,1.887,,24.716,,,,,316.917,,6.886,,,25.538,,,
1981-06-14,1.887,,19.94,,,,,217.293,,6.444,,,18.331,,,
1981-06-15,1.788,,17.238,,,,,113.963,,5.723,,,,,,
1981-06-16,1.609,,13.321,,,,,64.892,,5.073,,,,,,
1981-06-17,1.598,,11.437,,,,,55.634,,4.671,,,,,,
1981-06-18,1.463,,10.541,,,,,49.965,,4.605,,,,,,
1981-06-19,1.329,,10.541,,,,,47.065,,4.259,,,,,,
1981-06-20,1.329,,9.909,,,,,45.172,,4.196,,,11.622,,,
1981-06-21,1.329,,8.979,,,,,40.999,,3.843,,,11.862,,,
1981-06-22,1.329,,21.139,,,,,41.534,,4.344,,,13.858,,,
1981-06-23,1.329,,35.241,,,,,51.478,,9.761,,,25.633,,,
1981-06-24,1.329,,34.897,,,,,67.165,,15.773,,,32.894,,,
1981-06-25,1.329,,30.053,,,,,77.269,,20.743,,,33.771,,,
1981-06-26,9.215,,49.235,,,,,108.785,,27.602,,,55.972,,,
1981-06-27,61.445,,77.554,,,,,246.483,,56.837,,,80.277,,,
1981-06-28,113.432,,85.649,,,,,384.79,,96.562,,,90.733,,,
1981-06-29,93.859,,72.702,,,,,430.311,,103.005,,,93.289,,,
1981-06-30,62.211,,60.808,,,,,443.813,,123.882,,,93.07,,,
1981-07-01,32.267,,53.842,,,,,409.822,,107.926,,,86.029,,,
1981-07-02,19.994,,46.915,,,,,398.036,,77.463,,,66.069,,,
1981-07-03,13.856,,44.141,,,,,366.259,,48.905,,,51.008,,,
1981-07-04,7.151,,36.459,,,,,308.688,,25.356,,,37.738,,,
1981-07-05,4.359,,30.706,,,,,259.429,,14.026,,,27.999,,,
1981-07-06,2.715,,24.453,,,,,234.239,,9.945,,,23.657,,,
1981-07-07,1.824,,19.903,,,,,130.164,,8.114,,,19.588,,,
1981-07-08,1.606,,16.278,,,,,73.069,,7.054,,,15.525,,,
1981-07-09,1.598,,14.204,,,,,69.425,,6.329,,,15.103,,,
1981-07-10,1.598,,14.841,,,,,56.824,,5.71,,,13.261,,,
1981-07-11,1.598,,16.169,,,,,47.188,,5.514,,,13.975,,,
1981-07-12,1.598,,15.353,,,,,38.792,,5.546,,,14.985,,,
1981-07-13,1.598,,18.667,,,,,26.661,,7.811,,,16.11,,,
1981-07-14,1.609,,38.504,,,,,50.041,,11.395,,,21.407,,,
1981-07-15,2.89,,38.309,,,,,56.573,,14.783,,,32.031,,,
1981-07-16,27.645,,42.429,,,,,79.565,,27.161,,,41.911,,,
1981-07-17,71.574,,56.512,,,,,157.241,,46.977,,,53.509,,,
1981-07-18,74.37,,57.175,,,,,258.748,,57.848,,,59.661,,,
1981-07-19,51.189,,54.056,,,,,286.108,,61.998,,,68.578,,,
1981-07-20,32.05,,56.692,,,,,264.08,,66.801,,,71.083,,,
1981-07-21,24.231,,55.407,,,,,282.487,,71.15,,,72.107,,,
1981-07-22,20.08,,59.868,,,,,304.67,,65.017,,,69.587,,,
1981-07-23,15.422,,57.673,,,,,264.77,,53.563,,,62.056,,,
1981-07-24,12.0,,51.284,,,,,244.001,,37.132,,,53.385,,,
1981-07-25,9.143,,44.521,,,,,214.482,,20.468,,,45.379,,,
1981-07-26,6.65,,34.678,,,,,186.054,,13.365,,,31.448,,,
1981-07-27,4.118,,27.692,,,,,148.551,,9.887,,,22.926,,,
1981-07-28,2.244,,22.383,,,,,95.913,,9.342,,,17.823,,,
1981-07-29,1.903,,15.808,,,,,65.733,,8.061,,,16.471,,,
1981-07-30,1.887,,16.506,,,,,59.445,,7.286,,,15.938,,,
1981-07-31,1.914,,38.225,,,,,59.896,,15.999,,,23.586,,,
1981-08-01,2.679,,42.826,,,,,80.553,,24.738,,,44.333,,,
1981-08-02,4.359,,34.784,,,,,98.833,,25.43,,,51.386,,,
1981-08-03,6.032,,38.315,,,,,108.184,,20.627,,,54.0,,,
1981-08-04,6.534,,32.498,,,,,117.173,,14.984,,,51.094,,,
1981-08-05,5.044,,35.888,,,,,121.304,,10.682,,,44.594,,,
1981-08-06,17.275,,61.469,,,,,115.671,,10.447,,,45.584,,,
1981-08-07,200.132,,143.676,,,,,305.491,,55.119,,,92.622,,,
1981-08-08,208.619,,165.666,,,,,524.386,,118.3,,,163.959,,,
1981-08-09,103.31,,132.25,,,,,557.589,,186.417,,,260.426,,,
1981-08-10,57.946,,92.425,,,,,633.635,,146.743,,,255.352,,,
1981-08-11,28.527,,75.771,,,,,629.3,,107.43,,,188.623,,,
1981-08-12,15.803,,71.08,,,,,618.579,,70.825,,,140.636,,,
1981-08-13,8.705,,62.542,,,,,611.91,,41.947,,,101.745,,,
1981-08-14,5.806,,50.319,,,,,565.566,,20.202,,,77.614,,,
1981-08-15,4.031,,34.386,,,,,497.184,,11.536,,,54.574,,,
1981-08-16,2.854,,27.345,,,,,427.656,,8.984,,,34.487,,,
1981-08-17,1.932,,18.997,,,,,333.18,,7.668,,,23.671,,,
1981-08-18,1.887,,17.895,,,,,204.623,,6.297,,,16.868,,,
1981-08-19,1.876,,14.266,,,,,98.634,,5.496,,,15.215,,,
1981-08-20,1.751,,12.2,,,,,61.372,,4.683,,,13.068,,,
1981-08-21,1.711,,10.589,,,,,51.31,,4.105,,,11.92,,,
1981-08-22,1.523,,9.052,,,,,45.312,,3.606,,,11.518,,,
1981-08-23,1.338,,9.226,,,,,38.284,,3.289,,,10.366,,,
1981-08-24,1.325,,8.983,,,,,30.624,,3.122,,,9.778,,,
1981-08-25,1.235,,8.338,,,,,22.568,,2.968,,,9.077,,,
1981-08-26,1.143,,8.681,,,,,22.568,,2.953,,,9.059,,,
1981-08-27,1.079,,7.696,,,,,26.899,,2.953,,,9.76,,,
1981-08-28,1.079,,7.944,,,,,27.269,,2.964,,,10.252,,,
1981-08-29,1.079,,8.777,,,,,27.269,,3.104,,,10.289,,,
1981-08-30,1.079,,7.696,,,,,26.899,,3.107,,,9.436,,,
1981-08-31,1.079,,8.597,,,,,22.938,,2.956,,,8.623,,,
1981-09-01,1.033,,18.821,,,,,26.899,,2.954,,,9.699,,,
1981-09-02,0.963,,25.497,,,,,27.691,,4.433,,,15.064,,,
1981-09-03,1.018,,31.16,,,,,39.745,,7.915,,,22.843,,,
1981-09-04,1.353,,34.331,,,,,55.558,,13.64,,,37.883,,,
1981-09-05,2.078,,39.956,,,,,71.251,,18.768,,,46.336,,,
1981-09-06,2.146,,34.856,,,,,81.668,,19.864,,,51.789,,,
1981-09-07,1.903,,33.833,,,,,88.551,,17.34,,,52.437,,,
1981-09-08,1.887,,36.705,,,,,96.716,,12.961,,,46.93,,,
1981-09-09,1.887,,38.115,,,,,103.334,,8.841,,,39.808,,,
1981-09-10,1.829,,32.042,,,,,98.433,,6.693,,,30.905,,,
1981-09-11,2.408,,31.629,,,,,88.348,,5.253,,,22.07,,,
1981-09-12,70.834,,93.041,,,,,131.346,,20.588,,,28.397,,,
1981-09-13,249.471,,133.212,,,,,333.297,,64.183,,,72.217,,,
1981-09-14,277.586,,162.55,,,,,351.523,,102.678,,,94.003,,,
1981-09-15,220.519,,165.472,,,,,562.975,,156.955,,,173.809,,,
1981-09-16,171.129,,186.392,,,,,667.744,,148.624,,,278.707,,,
1981-09-17,136.913,,193.399,,,,,631.326,,124.299,,,269.131,,,
1981-09-18,111.102,,179.078,,,,,598.188,,99.045,,,205.627,,,
1981-09-19,64.076,,154.248,,,,,627.474,,67.787,,,154.374,,,
1981-09-20,12.651,,130.016,,,,,662.282,,42.208,,,112.617,,,
1981-09-21,6.65,,105.438,,,,,636.69,,20.327,,,88.631,,,
1981-09-22,4.359,,86.269,,,,,583.376,,10.895,,,72.116,,,
1981-09-23,2.508,,69.533,,,,,521.01,,7.776,,,51.237,,,
1981-09-24,1.887,,56.571,,,,,451.589,,6.297,,,35.245,,,
1981-09-25,1.887,,45.923,,,,,384.305,,5.348,,,27.273,,,
1981-09-26,1.829,,35.684,,,,,260.004,,4.643,,,22.012,,,
1981-09-27,1.711,,28.695,,,,,146.738,,4.259,,,16.726,,,
1981-09-28,1.538,,19.967,,,,,84.535,,4.223,,,16.355,,,
1981-09-29,1.434,,16.521,,,,,64.892,,4.196,,,15.128,,,
1981-09-30,1.334,,14.552,,,,,55.993,,3.843,,,14.857,,,
1981-10-01,1.329,,13.19,,,,,50.507,,3.485,,,12.772,,,
1981-10-02,1.268,,11.966,,,,,45.435,,3.224,,,12.132,,,
1981-10-03,1.201,,11.014,,,,,38.284,,2.891,,,10.783,,,
1981-10-04,1.201,,11.243,,,,,30.624,,2.636,,,10.434,,,
1981-10-05,1.251,,17.087,,,,,24.997,,2.733,,,13.731,,,
1981-10-06,1.769,,27.492,,,,,39.745,,4.076,,,23.641,,,
1981-10-07,1.609,,26.0,,,,,55.299,,10.741,,,34.713,,,
1981-10-08,1.598,,22.451,,,,,65.487,,21.922,,,33.424,,,
1981-10-09,1.598,,19.79,,,,,67.891,,24.485,,,27.613,,,
1981-10-10,1.598,,19.815,,,,,67.632,,18.29,,,17.866,,,
1981-10-11,1.598,,17.735,,,,,61.655,,11.12,,,14.362,,,
1981-10-12,1.598,,15.708,,,,,55.865,,7.506,,,11.564,,,
1981-10-13,1.598,,14.022,,,,,48.811,,5.409,,,9.459,,,
1981-10-14,1.598,,11.425,,,,,40.123,,3.912,,,7.873,,,
1981-10-15,1.561,,9.228,,,,,36.578,,3.193,,,6.765,,,
1981-10-16,1.401,,7.931,,,,,27.499,,2.86,,,6.091,,,
1981-10-17,1.303,,7.403,,,,,24.66,,2.559,,,5.455,,,
1981-10-18,1.148,,6.311,,,,,22.056,,2.294,,,4.858,,,
1981-10-19,1.079,,5.47,,,,,17.335,,2.14,,,4.084,,,
1981-10-20,1.079,,4.862,,,,,15.825,,2.029,,,3.73,,,
1981-10-21,1.056,,4.8,,,,,15.825,,1.949,,,3.322,,,
1981-10-22,0.968,,4.8,,,,,15.693,,1.81,,,3.279,,,
1981-10-23,0.909,,4.579,,,,,14.017,,1.795,,,3.279,,,
1981-10-24,0.851,,4.067,,,,,12.454,,1.773,,,3.248,,,
1981-10-25,0.851,,3.709,,,,,12.332,,1.495,,,2.871,,,
1981-10-26,0.851,,3.692,,,,,12.332,,1.488,,,2.831,,,
1981-10-27,0.843,,3.692,,,,,12.22,,1.797,,,2.831,,,
1981-10-28,0.753,,3.692,,,,,10.908,,1.773,,,2.831,,,
1981-10-29,0.745,,3.72,,,,,10.796,,1.495,,,2.831,,,
1981-10-30,0.745,,4.285,,,,,10.796,,1.466,,,2.831,,,
1981-10-31,0.738,,5.781,,,,,11.03,,2.174,,,3.052,,,
1981-11-01,0.652,,5.049,,,,,13.773,,8.901,,,5.158,,,
1981-11-02,0.645,,9.505,,,,,14.87,,4.567,,,7.003,,,
1981-11-03,0.773,,49.252,,,,,21.103,,8.315,,,26.175,,,
1981-11-04,1.237,,47.48,,,,,64.035,,25.294,,,49.73,,,
1981-11-05,3.642,,42.206,,,,,126.632,,34.731,,,55.053,,,
1981-11-06,27.138,,75.402,,,,,189.301,,53.451,,,71.325,,,
1981-11-07,21.299,,69.78,,,,,260.646,,63.523,,,75.846,,,
1981-11-08,13.259,,54.796,,,,,262.325,,54.379,,,73.568,,,
1981-11-09,10.32,,54.296,,,,,262.325,,53.333,,,64.389,,,
1981-11-10,7.819,,62.989,,,,,262.325,,51.933,,,51.077,,,
1981-11-11,6.175,,66.439,,,,,255.102,,34.322,,,34.808,,,
1981-11-12,4.569,,61.713,,,,,223.839,,14.982,,,22.021,,,
1981-11-13,3.155,,48.781,,,,,184.193,,7.455,,,13.549,,,
1981-11-14,1.864,,23.036,,,,,113.285,,4.443,,,8.502,,,
1981-11-15,1.519,,14.974,,,,,75.737,,3.3,,,6.488,,,
1981-11-16,1.336,,10.927,,,,,53.385,,2.754,,,5.446,,,
1981-11-17,1.232,,8.068,,,,,33.271,,2.394,,,4.299,,,
1981-11-18,1.085,,6.226,,,,,21.931,,2.075,,,3.81,,,
1981-11-19,1.023,,5.937,,,,,17.804,,1.949,,,3.73,,,
1981-11-20,0.909,,4.678,,,,,15.249,,1.81,,,3.322,,,
1981-11-21,0.851,,3.992,,,,,13.885,,1.795,,,3.248,,,
1981-11-22,0.851,,3.249,,,,,11.846,,1.592,,,2.871,,,
1981-11-23,0.807,,2.751,,,,,10.796,,1.293,,,2.831,,,
1981-11-24,0.699,,2.719,,,,,10.796,,0.991,,,2.803,,,
1981-11-25,0.645,,2.704,,,,,10.796,,0.824,,,2.275,,,
1981-11-26,0.645,,2.468,,,,,10.693,,0.916,,,2.042,,,
1981-11-27,0.645,,2.82,,,,,8.987,,1.015,,,2.042,,,
1981-11-28,0.606,,2.751,,,,,8.112,,0.748,,,2.042,,,
1981-11-29,0.552,,2.719,,,,,8.112,,0.497,,,2.019,,,
1981-11-30,0.551,,2.719,,,,,8.112,,0.483,,,1.73,,,
1981-12-01,0.551,,2.385,,,,,8.112,,0.472,,,1.7,,,
1981-12-02,0.551,,1.846,,,,,7.241,,0.335,,,1.7,,,
1981-12-03,0.508,,1.736,,,,,5.911,,0.321,,,1.7,,,
1981-12-04,0.462,,1.636,,,,,5.911,,0.321,,,1.7,,,
1981-12-05,0.462,,2.218,,,,,5.911,,0.426,,,1.981,,,
1981-12-06,0.462,,2.868,,,,,6.409,,0.727,,,3.86,,,
1981-12-07,0.462,,3.577,,,,,8.028,,0.82,,,4.636,,,
1981-12-08,0.462,,3.919,,,,,8.112,,1.046,,,6.336,,,
1981-12-09,0.462,,3.929,,,,,8.112,,1.555,,,7.447,,,
1981-12-10,0.423,,5.66,,,,,8.112,,1.92,,,7.736,,,
1981-12-11,0.38,,6.51,,,,,8.112,,1.787,,,5.792,,,
1981-12-12,0.38,,8.791,,,,,8.112,,1.377,,,3.15,,,
1981-12-13,0.38,,8.245,,,,,8.112,,0.937,,,2.112,,,
1981-12-14,0.38,,6.695,,,,,8.112,,0.747,,,2.042,,,
1981-12-15,0.38,,4.65,,,,,8.308,,1.599,,,2.042,,,
1981-12-16,0.344,,3.483,,,,,11.208,,2.577,,,3.667,,,
1981-12-17,0.305,,2.867,,,,,9.783,,2.636,,,7.799,,,
1981-12-18,0.305,,2.719,,,,,8.112,,2.621,,,5.534,,,
1981-12-19,0.305,,2.48,,,,,8.112,,2.545,,,3.859,,,
1981-12-20,0.305,,3.711,,,,,8.721,,2.754,,,3.799,,,
1981-12-21,0.305,,4.703,,,,,10.693,,6.265,,,6.956,,,
1981-12-22,0.305,,6.158,,,,,10.796,,5.769,,,15.884,,,
1981-12-23,0.305,,6.333,,,,,12.663,,8.091,,,17.476,,,
1981-12-24,0.305,,7.37,,,,,17.517,,9.833,,,15.823,,,
1981-12-25,0.305,,8.634,,,,,17.793,,7.033,,,14.659,,,
1981-12-26,0.305,,10.08,,,,,17.793,,3.972,,,13.142,,,
1981-12-27,0.305,,8.443,,,,,17.793,,2.814,,,9.595,,,
1981-12-28,0.305,,5.417,,,,,16.294,,2.147,,,6.63,,,
1981-12-29,0.305,,4.354,,,,,14.007,,1.722,,,4.051,,,
1981-12-30,0.305,,5.501,,,,,13.036,,1.265,,,2.91,,,
1981-12-31,0.305,,5.28,,,,,8.42,,1.041,,,2.616,,,
1982-01-01,0.305,,5.011,,,,,8.112,,0.984,,,7.017,,,
1982-01-02,0.305,,5.409,,,,,9.174,,1.288,,,13.112,,,
1982-01-03,0.305,,4.324,,,,,12.067,,3.215,,,12.251,,,
1982-01-04,0.305,,3.133,,,,,14.007,,5.304,,,11.159,,,
1982-01-05,0.305,,2.719,,,,,13.773,,4.078,,,9.408,,,
1982-01-06,0.305,,2.735,,,,,11.03,,2.755,,,6.811,,,
1982-01-07,0.305,,3.333,,,,,9.733,,1.997,,,4.13,,,
1982-01-08,0.305,,2.9,,,,,8.112,,1.557,,,2.716,,,
1982-01-09,0.305,,3.955,,,,,8.112,,1.177,,,2.238,,,
1982-01-10,0.305,,7.436,,,,,8.112,,1.21,,,2.019,,,
1982-01-11,0.305,,4.41,,,,,8.112,,0.892,,,1.73,,,
1982-01-12,0.305,,2.751,,,,,8.112,,0.714,,,1.7,,,
1982-01-13,0.305,,2.581,,,,,7.578,,0.646,,,1.7,,,
1982-01-14,0.305,,1.774,,,,,5.557,,0.646,,,1.7,,,
1982-01-15,0.305,,1.217,,,,,4.206,,0.581,,,1.552,,,
1982-01-16,0.305,,1.195,,,,,4.146,,0.483,,,1.392,,,
1982-01-17,0.305,,1.195,,,,,4.146,,0.419,,,1.392,,,
1982-01-18,0.305,,1.19,,,,,4.146,,0.321,,,1.392,,,
1982-01-19,0.305,,0.965,,,,,4.146,,0.321,,,1.392,,,
1982-01-20,0.305,,1.341,,,,,3.651,,0.321,,,1.392,,,
1982-01-21,0.305,,1.322,,,,,2.016,,0.321,,,1.392,,,
1982-01-22,0.305,,1.195,,,,,1.93,,0.321,,,1.392,,,
1982-01-23,0.305,,1.195,,,,,1.93,,0.343,,,1.392,,,
1982-01-24,0.305,,1.112,,,,,1.93,,0.974,,,1.392,,,
1982-01-25,0.305,,0.885,,,,,1.93,,2.419,,,1.539,,,
1982-01-26,0.305,,0.691,,,,,1.93,,2.602,,,1.7,,,
1982-01-27,0.305,,0.652,,,,,1.93,,1.997,,,1.552,,,
1982-01-28,0.305,,0.602,,,,,1.93,,1.515,,,1.392,,,
1982-01-29,0.305,,1.052,,,,,1.93,,0.994,,,1.392,,,
1982-01-30,0.305,,1.571,,,,,1.93,,0.664,,,1.413,,,
1982-01-31,0.305,,2.604,,,,,1.93,,0.497,,,1.696,,,
1982-02-01,0.305,,3.453,,,,,2.936,,0.581,,,2.42,,,
1982-02-02,0.305,,3.548,,,,,6.28,,1.333,,,12.934,,,
1982-02-03,0.305,,7.833,,,,,9.468,,3.428,,,58.693,,,
1982-02-04,0.305,,12.973,,,,,18.531,,15.136,,,110.711,,,
1982-02-05,0.305,,15.126,,,,,45.22,,29.24,,,135.149,,,
1982-02-06,0.32,,12.641,,,,,63.802,,35.242,,,109.278,,,
1982-02-07,0.402,,11.044,,,,,89.526,,26.881,,,81.001,,,
1982-02-08,0.477,,13.083,,,,,121.911,,13.921,,,54.137,,,
1982-02-09,0.592,,11.348,,,,,142.283,,10.025,,,41.711,,,
1982-02-10,0.693,,9.914,,,,,146.203,,16.081,,,47.095,,,
1982-02-11,0.796,,10.409,,,,,113.048,,26.837,,,67.694,,,
1982-02-12,0.918,,11.268,,,,,78.627,,36.669,,,75.71,,,
1982-02-13,1.173,,14.732,,,,,74.55,,40.526,,,76.539,,,
1982-02-14,1.421,,22.548,,,,,81.57,,29.729,,,74.134,,,
1982-02-15,1.686,,29.957,,,,,97.19,,17.237,,,69.975,,,
1982-02-16,2.358,,35.863,,,,,122.941,,20.363,,,65.605,,,
1982-02-17,2.592,,42.781,,,,,155.344,,24.43,,,59.636,,,
1982-02-18,2.095,,55.267,,,,,204.394,,20.001,,,51.299,,,
1982-02-19,1.819,,61.731,,,,,219.348,,12.209,,,43.867,,,
1982-02-20,1.543,,63.956,,,,,211.617,,7.996,,,36.332,,,
