,Paso de las Toscas,Paso Aguiar,Paso de las Piedras,Paso de las Piedras (R3),Paso Mazangano,Fraile Muerto,Paso del Borracho,Paso Baltasar,Paso de Coelho,Paso Manuel Diaz,Bequelo
2002-07-28,8.811,413.406,143.995,5.121,361.404,7.808,316.619,9.221,255.182,124.677,
2002-07-29,5.608,392.466,134.958,4.835,398.641,6.358,314.269,7.594,182.575,114.982,
2002-07-30,3.962,381.55,115.2,4.851,418.969,8.431,311.53,6.431,136.751,96.615,
2002-07-31,3.618,383.815,119.432,5.346,426.977,9.432,302.564,5.34,94.419,78.308,
2002-08-01,12.343,385.025,121.958,5.823,383.939,6.778,294.525,3.642,73.67,72.102,
2002-08-02,14.078,381.508,93.096,5.354,350.057,4.916,277.47,3.714,65.38,76.625,
2002-08-03,15.988,373.325,85.323,4.914,324.511,4.363,276.689,4.001,77.943,75.999,
2002-08-04,14.069,363.154,92.356,4.901,302.51,4.283,269.56,4.478,94.608,70.573,
2002-08-05,10.921,348.842,85.52,4.82,282.332,4.275,247.185,4.748,93.814,63.055,
2002-08-06,8.094,332.652,69.787,4.804,261.509,4.224,225.031,4.764,76.587,51.744,
2002-08-07,6.063,315.085,63.264,4.716,246.869,4.003,204.434,4.764,51.058,39.589,
2002-08-08,73.176,308.276,92.143,4.716,250.991,7.865,231.851,4.764,51.99,43.889,
2002-08-09,246.551,348.988,112.743,4.827,310.915,,311.398,4.802,168.35,87.371,
2002-08-10,268.811,462.793,118.561,5.121,332.785,47.373,298.099,5.503,425.31,103.918,
2002-08-11,175.383,507.196,94.634,5.282,373.651,12.606,300.359,6.487,407.821,119.76,
2002-08-12,78.542,485.759,88.396,4.755,410.124,7.996,317.633,7.574,321.487,130.552,
2002-08-13,37.67,454.986,96.391,4.694,439.12,6.423,318.967,8.796,265.943,126.421,
2002-08-14,20.313,430.689,99.395,4.507,478.542,5.232,298.833,9.732,178.361,108.514,
2002-08-15,10.915,417.396,94.342,4.323,466.996,4.687,272.108,9.79,107.281,80.36,
2002-08-16,10.309,441.415,124.754,4.294,425.518,4.421,258.16,9.79,68.324,52.936,
2002-08-17,9.145,490.347,58.105,4.143,387.635,7.7,245.175,9.772,43.517,38.697,
2002-08-18,8.546,484.81,36.521,4.548,366.112,6.717,218.307,9.246,32.652,29.438,
2002-08-19,17.887,457.46,44.804,5.915,339.057,16.707,175.592,11.748,30.148,37.341,
2002-08-20,112.135,460.339,94.644,9.36,333.992,,207.456,24.052,54.221,84.574,
2002-08-21,157.343,488.876,129.561,11.751,330.6,,287.882,37.128,142.306,113.778,
2002-08-22,152.6,550.86,114.702,10.191,310.223,18.538,304.262,38.64,421.636,119.785,
2002-08-23,78.427,521.878,99.141,5.495,333.453,10.2,380.187,34.84,425.388,132.998,
2002-08-24,45.279,453.549,103.956,4.702,394.807,7.72,409.095,24.876,326.592,136.936,
2002-08-25,24.283,405.299,94.423,4.507,526.076,6.599,,16.433,234.37,127.772,
2002-08-26,14.009,479.906,123.552,4.295,582.722,5.921,308.063,12.086,156.731,106.128,
2002-08-27,9.834,633.51,107.675,3.951,523.166,5.305,290.118,9.218,100.311,77.597,
2002-08-28,9.019,641.467,88.525,5.21,467.274,4.868,274.794,7.938,66.604,50.192,
2002-08-29,24.725,601.594,80.48,7.633,429.566,7.131,270.545,17.629,49.906,55.628,
2002-08-30,27.757,552.635,79.637,11.509,390.261,9.252,270.451,22.691,51.793,68.61,
2002-08-31,19.164,496.791,64.259,7.728,342.519,6.371,249.305,22.45,61.429,70.082,
2002-09-01,18.621,440.074,57.926,4.916,305.22,5.205,239.44,18.977,77.823,65.268,
2002-09-02,18.057,386.811,57.808,4.323,266.166,4.681,229.4,13.249,90.873,58.528,
2002-09-03,14.015,357.078,62.017,4.108,224.295,4.166,209.639,8.967,86.019,50.782,
2002-09-04,10.269,329.023,53.33,3.847,210.312,4.01,184.847,6.785,69.792,39.92,
2002-09-05,6.282,297.614,42.103,3.748,197.566,3.871,162.395,5.493,47.706,28.918,
2002-09-06,5.43,268.289,34.958,3.741,184.945,3.846,140.111,4.812,30.774,22.902,
2002-09-07,5.495,243.219,32.23,3.741,174.934,3.668,113.692,4.938,24.077,22.087,
2002-09-08,4.261,219.37,29.989,3.741,157.297,3.464,90.461,5.098,20.427,24.009,
2002-09-09,3.503,195.535,27.804,3.741,132.835,3.134,79.374,5.538,19.053,24.332,
2002-09-10,3.209,166.858,43.171,3.748,107.33,2.737,73.929,5.4,17.318,22.962,8.423
2002-09-11,60.906,151.268,263.761,10.622,99.21,3.894,143.511,23.253,26.076,83.013,21.758
2002-09-12,178.298,215.413,319.101,91.387,165.794,25.895,410.453,169.669,176.37,259.119,71.692
2002-09-13,256.33,274.672,354.313,107.467,195.344,28.075,827.911,299.151,894.371,498.516,156.569
2002-09-14,124.358,306.729,402.239,46.582,260.916,18.948,1336.192,226.157,880.705,563.912,192.883
2002-09-15,66.328,323.988,422.335,14.513,582.143,16.401,1285.667,150.229,556.595,388.816,117.725
2002-09-16,41.39,454.29,408.818,7.569,711.491,14.636,1265.644,100.712,406.919,267.773,31.312
2002-09-17,26.769,884.705,375.947,5.559,635.042,7.083,1144.869,57.704,260.038,204.739,12.825
2002-09-18,19.788,906.431,326.434,5.982,547.879,4.44,986.842,28.162,190.009,164.14,
2002-09-19,35.291,778.907,311.392,23.009,495.544,5.646,884.269,28.085,119.898,149.487,
2002-09-20,47.353,677.053,261.845,68.494,462.034,19.137,844.256,48.301,106.63,149.023,
2002-09-21,38.676,602.687,218.774,52.254,362.434,15.59,759.645,54.77,100.778,148.528,
2002-09-22,33.539,545.949,193.21,22.371,342.084,10.76,676.397,53.141,134.979,177.258,
2002-09-23,30.303,496.039,189.074,9.033,329.159,5.304,588.878,49.11,161.973,181.662,
2002-09-24,22.266,439.913,181.699,5.538,323.847,4.248,480.499,39.398,146.41,155.149,
2002-09-25,13.087,382.703,158.231,4.938,322.787,3.8,429.154,19.727,106.048,136.408,
2002-09-26,7.162,359.237,122.611,4.441,329.358,3.474,376.364,12.218,76.409,107.967,
2002-09-27,5.164,346.477,94.087,4.294,345.702,3.45,337.117,7.996,45.62,72.352,
2002-09-28,3.626,343.052,64.323,4.129,335.183,3.093,312.534,6.149,28.781,42.32,
2002-09-29,6.08,343.765,44.098,4.236,315.321,2.649,286.187,6.534,26.6,33.508,
2002-09-30,35.662,347.168,49.346,4.952,290.625,4.394,250.44,20.645,41.313,59.698,
2002-10-01,30.047,346.952,47.741,6.173,235.044,7.694,,38.744,58.465,63.601,
2002-10-02,22.83,337.385,53.023,7.312,201.725,6.539,195.016,44.325,68.756,70.423,
2002-10-03,36.263,316.157,48.912,6.395,191.038,4.741,204.345,52.136,90.742,134.682,
2002-10-04,50.115,287.374,135.699,7.736,175.507,3.877,238.07,80.51,105.467,154.333,
2002-10-05,46.175,261.791,161.875,5.561,170.017,3.474,280.214,171.148,171.668,233.161,
2002-10-06,40.857,240.155,132.007,18.2,178.509,3.46,344.773,159.821,252.009,265.042,
2002-10-07,156.742,265.442,145.152,59.442,202.778,5.626,904.762,436.202,350.872,535.131,
2002-10-08,401.636,337.09,315.85,33.005,,26.352,1281.891,1004.403,978.051,789.894,
2002-10-09,249.208,474.818,359.524,16.047,,11.772,1810.819,396.182,898.012,952.539,
2002-10-10,105.056,563.259,381.32,16.893,,8.166,1927.367,252.598,642.857,771.834,
2002-10-11,65.823,900.257,407.643,22.706,,6.347,1821.329,224.527,528.643,600.075,
2002-10-12,49.878,1184.513,433.896,12.694,,4.993,1596.157,198.892,387.811,444.624,
2002-10-13,39.075,1117.775,446.486,6.772,,4.015,1385.874,141.037,294.651,312.611,
2002-10-14,27.869,931.021,451.734,5.922,,3.62,1201.419,98.338,240.333,240.37,
2002-10-15,19.486,755.176,354.888,5.101,,3.474,1023.014,64.428,191.849,195.503,
2002-10-16,19.33,646.833,265.775,9.136,,3.45,882.709,41.188,164.501,173.791,
2002-10-17,22.309,586.396,187.851,13.457,,3.167,759.086,32.842,141.563,152.207,
2002-10-18,15.998,532.035,165.142,12.472,,2.803,644.431,35.115,102.041,140.447,
2002-10-19,15.932,494.482,138.738,9.73,,4.105,539.267,44.507,149.548,136.593,
2002-10-20,60.264,469.785,277.198,9.938,,25.682,508.474,118.718,317.019,201.343,
2002-10-21,71.425,446.405,324.164,33.085,,28.156,510.59,123.469,401.292,238.512,
2002-10-22,73.025,424.425,375.326,33.491,332.445,16.282,646.533,185.401,425.553,311.433,
2002-10-23,67.941,403.888,383.147,19.915,295.197,7.146,836.846,300.678,348.069,273.753,
2002-10-24,49.783,377.824,447.956,10.174,258.788,4.771,858.674,128.057,301.596,217.02,
2002-10-25,35.057,356.374,418.928,6.1,232.219,4.009,907.835,57.186,241.936,172.123,
2002-10-26,18.084,328.234,327.777,4.613,221.103,3.583,893.072,26.416,155.05,140.352,
2002-10-27,12.267,301.2,266.796,4.249,217.476,3.337,834.861,38.234,96.631,118.807,
2002-10-28,8.586,278.868,175.452,11.82,212.52,3.155,760.997,50.604,62.592,92.686,
2002-10-29,7.173,262.101,101.203,94.26,205.591,2.902,642.359,52.029,52.766,76.402,
2002-10-30,6.704,246.603,63.063,54.41,194.194,2.728,536.901,39.516,56.651,66.207,
2002-10-31,6.353,229.149,39.577,22.263,174.831,2.554,415.151,20.117,63.572,55.699,
2002-11-01,5.834,203.479,44.842,11.736,151.49,2.263,314.617,13.21,71.677,44.172,
2002-11-02,5.011,172.887,45.272,7.632,139.455,2.067,244.644,9.151,67.234,33.196,
2002-11-03,4.266,149.96,58.983,4.688,133.047,1.777,187.293,14.658,50.277,35.38,
2002-11-04,3.617,140.378,62.797,4.902,128.439,1.679,221.912,23.888,40.487,67.518,
2002-11-05,4.525,138.19,62.591,5.78,120.035,2.461,234.63,42.139,45.658,80.9,
2002-11-06,9.313,137.997,56.809,5.347,102.548,2.165,223.198,50.865,55.806,92.991,
2002-11-07,13.728,132.963,55.015,4.251,97.285,2.092,218.019,47.226,66.031,92.396,
2002-11-08,14.25,122.403,57.372,4.054,95.576,2.084,219.997,32.733,68.576,81.182,
2002-11-09,11.205,113.466,60.16,7.294,92.923,1.952,217.737,21.295,68.099,64.655,
2002-11-10,8.722,109.767,62.415,20.755,91.11,1.886,207.915,13.936,64.427,51.351,
2002-11-11,6.48,110.138,56.687,18.034,106.937,1.79,189.212,13.556,39.353,41.609,
2002-11-12,3.982,112.652,39.639,12.924,120.34,1.734,169.194,15.386,26.812,35.16,
2002-11-13,2.341,114.812,22.834,8.052,116.703,1.657,140.678,12.265,18.488,30.191,
2002-11-14,1.811,110.251,17.557,4.624,102.628,1.628,102.696,8.311,13.784,24.671,
2002-11-15,4.996,107.071,15.653,3.848,107.651,1.536,89.122,6.32,16.241,18.931,
2002-11-16,8.435,118.658,14.658,3.528,114.934,1.48,103.455,7.748,40.229,19.537,
2002-11-17,6.187,121.99,15.299,4.039,96.744,1.475,132.65,20.756,99.459,19.122,
2002-11-18,4.532,103.343,12.883,4.549,68.519,1.475,127.228,21.291,284.65,13.927,
2002-11-19,3.412,80.283,11.203,4.275,50.179,1.475,93.616,13.387,265.534,12.444,
2002-11-20,6.7,70.7,41.204,4.193,51.743,1.475,87.602,19.22,191.137,42.114,
2002-11-21,22.865,89.411,65.018,4.943,76.512,1.467,128.945,34.853,141.15,91.845,
2002-11-22,22.235,107.165,78.805,5.73,83.044,1.368,180.842,54.099,95.741,119.595,
2002-11-23,17.46,111.359,68.927,5.836,77.207,1.28,218.444,60.035,97.722,144.856,
2002-11-24,14.856,105.294,67.414,5.547,75.827,1.245,245.832,66.991,138.103,150.953,
2002-11-25,33.921,104.922,121.751,10.389,79.13,3.266,281.362,99.376,184.762,164.183,
2002-11-26,92.19,140.061,134.733,75.964,120.46,18.864,349.33,158.605,262.215,199.907,
2002-11-27,107.334,193.442,121.487,91.855,164.115,12.352,376.538,225.91,246.85,211.234,
2002-11-28,81.018,229.083,107.697,40.583,181.75,6.263,403.4,188.936,357.969,211.483,
2002-11-29,55.172,247.419,97.931,15.165,188.085,4.417,436.566,132.805,314.504,169.741,
2002-11-30,36.266,249.64,100.435,16.109,199.968,5.079,456.604,91.813,267.49,130.568,
2002-12-01,94.528,277.412,147.296,89.036,,39.655,,134.169,312.18,137.742,
2002-12-02,216.39,325.077,193.43,124.028,,24.431,726.929,165.011,575.549,144.856,
2002-12-03,192.707,412.278,,59.896,,7.468,739.388,167.202,689.223,142.939,
2002-12-04,132.1,490.926,,29.987,,7.968,803.39,227.176,433.276,220.161,
2002-12-05,158.859,511.636,,47.759,,31.835,958.018,411.518,382.661,614.946,
2002-12-06,258.491,533.303,,39.992,,21.226,1556.386,539.413,1171.999,940.356,
2002-12-07,321.542,600.632,,32.946,,13.315,2020.242,305.174,1329.636,688.337,
2002-12-08,168.242,1257.412,,15.935,,8.706,1957.064,216.076,836.908,491.133,
2002-12-09,86.792,2014.672,,11.2,,5.054,1580.265,161.015,600.02,361.235,
2002-12-10,53.97,2104.403,,8.967,,4.026,1269.022,126.813,437.981,271.381,
2002-12-11,40.953,1763.928,,6.726,,7.749,1093.07,68.38,330.599,212.083,
2002-12-12,27.854,1317.521,,5.144,,7.734,943.29,32.187,229.842,165.089,
2002-12-13,16.942,950.176,,4.929,,4.664,799.868,16.493,149.3,132.776,
2002-12-14,17.011,726.993,148.315,4.429,,3.487,664.297,11.0,95.369,99.451,
2002-12-15,28.035,609.831,110.448,4.301,,3.101,555.917,8.388,62.259,68.198,
2002-12-16,5.201,537.805,73.317,4.115,,2.809,428.53,7.2,50.092,45.148,
2002-12-17,3.073,476.913,106.309,3.903,341.356,2.725,327.966,6.557,32.331,31.095,
2002-12-18,1.886,414.987,43.717,3.819,315.707,2.619,259.363,5.97,19.805,23.68,
2002-12-19,1.774,369.592,35.006,3.871,276.244,4.982,176.15,7.102,16.716,23.286,
2002-12-20,1.769,340.718,38.479,6.304,261.143,4.314,118.927,9.597,15.297,36.601,
2002-12-21,1.809,292.917,34.439,5.732,178.395,2.864,,15.473,15.885,48.558,
2002-12-22,20.577,240.191,33.293,10.391,103.156,1.643,,21.213,23.476,53.166,
2002-12-23,152.292,304.396,96.57,94.262,123.046,,175.423,32.077,62.478,103.391,
2002-12-24,184.689,378.809,135.478,112.729,142.938,,240.445,55.851,134.026,123.76,
2002-12-25,148.494,432.2,130.532,65.794,155.079,16.798,255.685,64.518,234.01,142.465,
2002-12-26,89.707,389.75,105.838,18.536,192.068,5.809,280.198,80.231,321.934,187.586,
2002-12-27,63.619,358.834,137.023,9.734,214.833,4.332,306.311,90.378,266.391,203.836,
2002-12-28,34.312,338.103,160.41,5.204,334.697,7.39,315.306,62.975,216.372,183.35,
2002-12-29,16.621,329.791,242.114,4.945,504.738,5.575,312.031,31.63,154.428,152.026,
2002-12-30,9.411,347.7,165.918,5.031,508.671,4.021,310.959,12.664,93.655,126.997,
2002-12-31,6.642,388.803,137.762,5.329,442.646,3.474,311.349,7.556,53.332,88.241,
2003-01-01,4.689,459.357,101.163,4.884,405.499,3.36,309.865,5.458,29.668,48.255,
2003-01-02,2.935,475.189,67.008,4.775,374.73,3.028,298.711,5.186,18.643,28.115,
2003-01-03,2.083,445.851,38.648,4.345,315.74,2.79,250.998,4.412,14.236,21.586,
2003-01-04,1.745,395.591,26.346,4.308,246.426,2.812,179.661,3.732,11.7,18.313,
2003-01-05,1.646,359.737,21.508,4.171,227.963,2.371,97.746,3.318,10.168,16.073,
2003-01-06,1.587,319.013,16.106,3.824,182.539,2.023,66.912,2.989,9.241,14.057,
2003-01-07,,249.094,15.574,3.826,122.703,1.852,56.683,2.664,8.394,12.268,
2003-01-08,,160.358,15.5,3.693,75.678,1.79,48.852,2.404,7.524,10.847,
2003-01-09,,87.373,13.388,3.398,53.451,1.722,43.333,2.207,7.026,9.602,
2003-01-10,,56.593,8.722,3.373,34.939,1.652,39.798,2.014,6.496,10.618,
2003-01-11,,44.777,5.752,3.227,26.537,1.592,39.339,1.907,6.091,12.774,
2003-01-12,,37.956,8.263,3.108,22.396,1.486,40.677,2.218,6.372,14.655,
2003-01-13,,34.318,8.559,2.973,19.341,1.475,42.453,3.839,7.111,13.898,
2003-01-14,,32.092,8.857,2.967,21.321,1.475,40.012,4.35,6.928,12.954,
2003-01-15,,31.181,12.558,2.961,24.128,1.475,38.276,3.344,6.674,11.061,
2003-01-16,,32.403,12.789,2.881,26.401,1.43,36.665,2.473,6.276,8.483,
2003-01-17,,34.986,10.682,2.68,27.542,1.282,33.624,2.013,5.594,7.283,
2003-01-18,,36.433,9.04,2.576,22.674,1.789,30.77,2.175,5.167,8.857,1.656
2003-01-19,,35.21,16.564,2.576,17.785,1.893,28.3,4.798,4.895,11.669,1.656
2003-01-20,,34.194,64.532,2.635,21.445,2.181,37.344,11.485,5.13,29.939,1.656
2003-01-21,,39.011,45.811,3.416,24.821,3.808,67.911,18.854,8.851,44.177,1.656
2003-01-22,1.59,41.492,56.886,3.579,29.147,1.897,91.713,24.355,21.672,47.552,1.656
2003-01-23,2.126,43.354,5.994,3.156,32.825,1.602,96.271,26.247,23.184,45.383,1.656
2003-01-24,1.792,45.63,1.792,2.605,37.687,1.536,92.097,22.801,19.489,37.641,1.642
2003-01-25,2.182,47.719,15.702,2.566,42.661,1.469,86.974,15.104,17.788,29.594,1.415
2003-01-26,1.903,47.971,15.727,2.428,43.045,1.321,79.479,7.753,14.63,17.899,1.376
2003-01-27,1.883,45.916,15.396,2.267,38.643,1.299,64.163,4.245,11.264,11.856,1.159
2003-01-28,1.787,41.722,13.023,2.214,32.256,1.209,48.318,2.486,8.417,9.139,1.135
2003-01-29,1.522,35.976,10.366,2.214,27.312,1.2,35.186,2.265,6.51,7.527,1.135
2003-01-30,1.357,30.721,4.522,2.204,23.859,1.2,28.885,2.062,5.785,6.627,1.135
2003-01-31,1.211,26.933,3.928,2.087,,1.193,24.354,1.783,5.314,5.531,1.122
2003-02-01,1.083,24.015,3.829,2.067,20.648,1.108,20.631,1.611,4.685,5.138,0.916
2003-02-02,1.079,21.766,2.522,1.989,15.855,1.096,17.384,1.348,4.372,4.757,0.906
2003-02-03,1.079,20.019,1.54,2.357,13.053,1.055,16.874,1.303,3.747,4.383,1.207
2003-02-04,1.129,19.127,3.921,3.012,13.722,1.072,16.192,2.631,3.918,7.691,1.489
2003-02-05,1.372,20.221,14.044,7.985,15.76,1.985,23.282,5.8,5.371,17.71,1.656
2003-02-06,1.479,24.485,20.277,8.344,19.115,6.048,38.644,12.863,7.894,24.724,2.416
2003-02-07,1.535,26.945,11.586,4.628,22.526,10.936,51.258,15.267,8.486,17.301,7.306
2003-02-08,1.705,29.22,10.614,5.164,25.011,5.271,50.588,12.425,8.221,12.306,10.501
2003-02-09,1.684,32.361,10.614,6.054,27.282,3.597,38.899,8.817,7.006,9.286,8.979
2003-02-10,1.517,36.056,10.773,5.059,29.693,2.866,36.445,5.863,6.569,9.676,6.982
2003-02-11,15.769,41.486,12.582,5.565,31.35,2.109,36.499,6.772,6.039,9.264,207.525
2003-02-12,36.881,51.65,10.821,7.505,43.388,1.842,38.145,11.139,9.278,18.544,774.913
2003-02-13,29.214,67.965,10.474,6.975,63.549,6.243,37.521,14.125,12.936,22.671,208.207
2003-02-14,31.981,91.253,8.619,4.032,78.791,3.535,38.679,24.15,13.898,14.101,22.79
2003-02-15,49.687,106.604,6.823,2.546,89.473,2.716,46.853,21.763,13.032,10.829,11.555
2003-02-16,46.508,116.848,5.593,2.843,98.808,15.583,41.868,14.403,11.139,10.269,15.224
2003-02-17,29.976,122.621,8.141,3.962,108.098,20.426,34.434,9.062,9.767,10.216,12.432
2003-02-18,12.706,127.34,6.928,3.199,119.487,4.652,30.49,4.362,8.841,9.461,8.697
2003-02-19,7.533,132.942,6.664,2.507,130.687,2.252,29.693,4.453,8.08,10.704,6.215
2003-02-20,7.82,137.585,6.755,2.224,134.237,1.962,35.461,8.498,7.485,22.518,4.562
2003-02-21,6.724,139.293,23.815,2.232,126.809,1.514,49.405,16.311,6.394,28.587,3.607
2003-02-22,3.602,135.323,27.064,2.128,100.9,0.993,62.286,19.988,6.739,26.173,3.149
2003-02-23,18.336,136.474,46.769,2.082,86.114,,101.674,28.784,21.63,46.364,2.835
2003-02-24,65.079,180.443,76.079,2.135,85.681,,226.197,63.567,112.119,109.077,2.546
2003-02-25,88.746,242.967,101.402,2.109,121.872,,301.126,164.858,163.676,140.46,2.517
2003-02-26,122.099,302.225,123.813,2.113,154.665,23.064,309.825,186.258,112.959,144.037,2.517
2003-02-27,140.38,320.265,119.051,2.068,174.444,11.192,294.401,196.518,106.857,142.614,2.517
2003-02-28,116.371,329.333,87.516,2.243,189.711,15.158,295.032,161.944,155.743,150.601,2.695
2003-03-01,105.469,361.86,120.6,2.399,217.205,14.464,311.997,126.403,213.833,145.286,2.822
2003-03-02,102.375,375.659,121.707,2.428,223.082,10.241,330.485,100.298,239.272,140.55,2.707
2003-03-03,70.91,384.056,123.93,2.379,239.538,7.465,350.007,75.413,230.981,146.079,2.517
2003-03-04,49.905,371.691,117.512,2.247,249.656,5.901,374.829,68.156,208.977,145.64,2.501
2003-03-05,40.761,353.871,107.157,2.182,253.514,4.982,400.897,63.532,176.395,137.267,2.233
2003-03-06,25.84,334.914,97.287,2.097,257.63,3.917,400.725,50.957,149.238,116.326,1.961
2003-03-07,15.52,317.674,126.486,2.833,259.847,3.862,370.743,47.312,142.079,141.003,1.918
2003-03-08,10.796,303.542,128.939,3.802,259.385,9.211,358.912,48.276,111.733,141.807,1.682
2003-03-09,7.707,294.998,105.109,2.449,252.248,7.383,368.679,79.449,97.814,142.783,1.656
2003-03-10,9.044,286.521,87.884,2.321,234.07,5.071,361.751,141.894,105.992,151.165,2.519
2003-03-11,14.93,278.086,113.389,3.974,213.887,5.576,389.597,139.161,130.914,172.851,15.001
2003-03-12,15.221,269.225,145.829,4.429,210.844,10.888,423.449,138.025,167.89,182.607,48.283
2003-03-13,15.864,260.592,178.544,3.148,219.522,12.885,444.4,130.169,162.139,153.059,56.098
2003-03-14,32.973,256.962,161.453,2.763,240.844,12.017,432.047,120.709,175.601,140.302,18.186
2003-03-15,46.699,260.668,120.889,2.547,261.48,9.889,423.563,95.561,248.667,121.114,6.832
2003-03-16,37.533,269.147,84.753,2.442,277.67,7.16,422.728,85.991,199.32,91.089,3.83
2003-03-17,20.881,279.101,83.989,2.235,289.343,4.711,391.437,58.723,138.741,63.05,3.469
2003-03-18,11.376,287.348,64.336,2.251,287.897,3.443,324.3,29.817,93.934,41.434,3.149
2003-03-19,7.141,292.573,52.1,2.172,270.053,2.454,281.806,14.379,64.662,27.178,2.835
2003-03-20,14.96,301.406,40.87,2.104,259.211,2.104,226.768,13.744,51.803,27.706,2.53
2003-03-21,33.563,309.498,44.774,2.067,262.839,1.927,169.007,17.812,45.42,44.9,2.233
2003-03-22,14.808,314.321,30.059,1.941,259.047,1.79,138.927,20.388,49.759,35.56,1.961
2003-03-23,10.349,316.619,36.691,1.768,249.815,1.784,117.585,30.474,45.648,24.975,1.933
2003-03-24,8.077,313.269,45.508,1.532,243.198,1.784,103.303,34.923,30.2,18.723,1.918
2003-03-25,6.552,301.377,41.796,1.417,225.322,1.784,87.188,21.507,27.426,14.497,1.682
2003-03-26,5.337,284.115,36.352,1.324,211.135,1.784,69.964,9.725,26.672,12.167,1.656
2003-03-27,3.97,265.993,24.395,1.253,204.628,1.73,58.434,6.61,24.103,10.378,1.656
2003-03-28,2.62,250.798,21.986,1.155,205.541,1.6,51.459,4.832,19.427,10.037,1.735
2003-03-29,2.069,241.696,60.309,1.567,211.474,1.603,45.403,4.135,15.528,10.216,8.244
2003-03-30,11.433,263.793,80.467,2.666,227.496,1.811,46.166,6.196,13.761,26.972,81.957
2003-03-31,38.658,285.271,92.181,4.777,257.918,2.212,82.026,,18.597,92.498,87.174
2003-04-01,,306.778,50.693,3.49,256.992,1.75,139.168,7.99,36.444,108.05,40.408
2003-04-02,,321.376,39.892,2.357,234.332,1.486,168.743,10.047,52.475,111.209,14.69
2003-04-03,,325.65,37.664,2.172,227.084,1.475,176.192,11.452,67.221,95.963,7.348
2003-04-04,,321.508,34.354,2.118,222.611,1.496,181.978,13.144,75.176,68.485,5.169
2003-04-05,,303.218,39.51,2.077,217.63,1.907,180.475,14.025,67.534,47.558,4.477
2003-04-06,,282.212,34.809,2.036,213.74,1.78,161.999,14.353,56.117,36.407,3.993
2003-04-07,,266.097,31.56,2.005,206.753,1.518,131.842,14.449,43.661,28.188,3.643
2003-04-08,,254.877,31.276,1.949,204.013,1.423,99.933,11.326,32.869,24.626,3.149
2003-04-09,,246.845,30.614,1.838,202.852,1.37,80.151,8.423,23.303,20.399,2.835
2003-04-10,,239.793,22.01,1.658,199.745,1.254,68.252,6.677,18.883,16.227,2.546
2003-04-11,,230.59,16.106,1.585,182.711,1.205,57.349,4.595,16.135,13.187,2.501
2003-04-12,,215.297,15.396,1.572,156.347,1.2,50.646,3.735,14.165,11.433,2.249
2003-04-13,,190.375,13.182,1.429,143.331,1.2,43.572,3.38,11.844,10.286,2.22
2003-04-14,,156.687,12.789,1.356,99.252,1.2,38.964,3.013,9.672,9.207,2.22
2003-04-15,,119.59,10.455,1.253,63.649,1.2,32.399,2.79,8.834,8.587,2.113
2003-04-16,,86.879,5.708,1.134,49.056,1.2,27.58,2.595,8.186,8.0,1.933
2003-04-17,,66.169,5.141,1.124,41.711,1.2,25.382,2.463,7.914,7.372,1.933
2003-04-18,,55.375,4.714,1.216,37.084,1.2,23.728,2.455,7.362,7.418,1.949
2003-04-19,,49.897,3.575,1.789,35.525,1.215,23.223,2.458,6.61,8.145,2.209
2003-04-20,,46.709,4.929,1.782,34.155,1.569,23.223,2.501,6.247,8.376,2.489
