basin_id,Peak-Timing,Missed-Peaks
CAMELS_UY_10,2.0,0.375
CAMELS_UY_11,1.3,0.5
CAMELS_UY_16,0.25,0.2857142857142857
CAMELS_UY_2,2.5555555555555554,0.5454545454545454
CAMELS_UY_3,1.0909090909090908,0.6363636363636364
CAMELS_UY_5,1.1,0.7692307692307693
CAMELS_UY_6,1.2727272727272727,0.4166666666666667
CAMELS_UY_7,0.75,0.4
CAMELS_UY_8,1.2222222222222223,0.4166666666666667
CAMELS_UY_9,2.111111111111111,0.2
