basin_id,Peak-Timing,Missed-Peaks
CAMELS_UY_10,2.1666666666666665,0.25
CAMELS_UY_11,1.1,0.6666666666666666
CAMELS_UY_16,0.25,0.42857142857142855
CAMELS_UY_2,1.7777777777777777,0.36363636363636365
CAMELS_UY_3,0.9090909090909091,0.5454545454545454
CAMELS_UY_5,1.8,0.8461538461538461
CAMELS_UY_6,1.0909090909090908,0.5
CAMELS_UY_7,1.0,0.6
CAMELS_UY_8,1.4444444444444444,0.5
CAMELS_UY_9,2.3333333333333335,0.3
