basin_id,Peak-Timing,Missed-Peaks
CAMELS_UY_10,2.0,0.25
CAMELS_UY_11,0.6,0.5833333333333334
CAMELS_UY_16,0.4166666666666667,0.5
CAMELS_UY_2,1.8888888888888888,0.36363636363636365
CAMELS_UY_3,0.5454545454545454,0.36363636363636365
CAMELS_UY_5,1.5,0.6153846153846154
CAMELS_UY_6,1.2727272727272727,0.4166666666666667
CAMELS_UY_7,0.625,0.6
CAMELS_UY_8,1.0,0.3333333333333333
CAMELS_UY_9,2.5555555555555554,0.3
