basin_id,ensemble_nse,ensemble_mse,ensemble_rmse,ensemble_beta_kg,num_models
camels_05120500,0.48676535971695456,0.0408911039346919,0.20221548885951318,0.8038389362847418,8
camels_05291000,0.38214538823547617,0.4052257984359557,0.6365734823537309,0.8488018570732906,8
camels_05362000,0.5807089853721416,1.287395729624755,1.134634623843621,1.1393245813561614,8
camels_05393500,0.5216412073401734,2.568508608856999,1.6026567345682603,1.0312727030506414,8
camels_05399500,0.4885661799189951,2.52767660342269,1.5898668508471676,1.405751852214472,8
camels_05408000,-3.120037843301131,1.224481608558704,1.106562970896236,1.2062724513061058,8
camels_05413500,-2.283381717992338,1.5528893162972301,1.2461497968933068,1.4999295992018458,8
camels_05414000,-0.43430511944698247,1.2452768762377282,1.1159197445326112,1.3845302541122089,8
camels_05444000,0.22682403910648352,1.6588546958552062,1.2879653317753572,1.0172974099088146,8
camels_05454000,0.14705310943524696,5.331323155934016,2.3089658195681495,1.2938656617272795,8
camels_05458000,0.2546836533562856,1.7145801131135565,1.3094197619990149,1.2754976161239382,8
camels_05466500,0.2495839822386956,1.490261043243218,1.2207624843691822,1.191575434063232,8
camels_05487980,0.1575478750928203,7.675727584790199,2.7705103473530284,1.3754657776026313,8
camels_05488200,0.251898665861489,6.665201793377743,2.581705210394429,1.3421780750228598,8
camels_05489000,0.10542312358002037,5.797097480629169,2.407716237563964,1.442759403134452,8
camels_05495000,0.34881019324258655,3.4604835778214156,1.8602375057560299,1.3825040494170362,8
camels_05495500,0.29443733465780286,6.771498960300953,2.6022103989302927,1.1641405666880413,8
camels_05501000,0.23301706164408909,6.248926957387283,2.4997853822653022,1.420566055342614,8
camels_05503800,0.3272496888654929,10.654421670988794,3.264111160942408,1.3262863830801108,8
camels_05507600,0.19616077709889024,10.50707455436546,3.2414617928282694,1.4281364255291358,8
camels_05508805,0.09640985600551955,8.596767777311989,2.932024518538682,1.3471460536661495,8
camels_05525500,0.29325180267084483,2.7054810134558407,1.64483464623525,1.307975677037773,8
camels_05556500,0.3004830311746304,2.5776124183868667,1.6054944467007248,1.0904941995120572,8
camels_05584500,0.3941957769764206,2.2067390408871246,1.4855096906069394,1.1986540568659607,8
