basin,NSE,RMSE,MSE,Beta-KGE
CAMELS_UY_10,-0.21118974685668945,1.3096524183689722,1.7151894569396973,1.5110447406768799
CAMELS_UY_11,0.13288962841033936,1.47890653695871,2.187164545059204,1.3148536682128906
CAMELS_UY_15,0.3269825577735901,1.6216720836322847,2.6298203468322754,1.3184510469436646
CAMELS_UY_16,0.09190857410430908,2.7122245613569733,7.356162071228027,1.2744959592819214
CAMELS_UY_2,0.3151964545249939,2.050645921874231,4.205148696899414,1.2676846981048584
CAMELS_UY_3,0.3848109245300293,2.409883010683943,5.8075361251831055,1.15314519405365
CAMELS_UY_5,0.443371057510376,3.4763701996500096,12.085149765014648,1.237938642501831
CAMELS_UY_6,0.4273393154144287,2.3488647600187957,5.517165660858154,1.2013448476791382
CAMELS_UY_7,0.14593780040740967,3.88732574170459,15.11130142211914,1.461135983467102
CAMELS_UY_8,0.22076302766799927,3.4892306173285994,12.17473030090332,1.5986762046813965
CAMELS_UY_9,0.4511740207672119,1.7183052874822273,2.95257306098938,1.1811786890029907
