basin_id,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-KGE,Beta-NSE,FHV,FMS,FLV,Peak-Timing,Missed-Peaks,Peak-MAPE
camels_01411300,0.6291822791099548,0.6315475702285767,0.7946996729762613,0.5435110341972158,0.6269850099923032,0.8538107872009277,0.7812062501907349,-0.21991032412550676,-39.19131088256836,5.391247272491455,14.089035987854004,0.35,0.49056603773584906,42.59223175048828
camels_01487000,0.7225902080535889,0.38085052371025085,0.6171308805352806,0.860732640825846,1.020983790691144,0.864691972732544,0.9745674133300781,-0.025977625212129103,1.0667251348495483,14.86396598815918,-26.431381225585938,0.5555555555555556,0.38095238095238093,29.17184829711914
camels_01491000,0.6392698884010315,1.5860967636108398,1.2594033363505275,0.6056864584237069,0.6515321516251595,0.8164454698562622,0.9809983968734741,-0.010820411526975928,-35.98384094238281,-6.758928298950195,66.4848861694336,0.4444444444444444,0.5294117647058824,59.512962341308594
camels_01644000,0.44405561685562134,2.1353437900543213,1.4612815574194868,0.7287444157617213,1.0298027378132422,0.7305126786231995,1.008244514465332,0.004466916189163381,8.854743003845215,7.920942306518555,10.819489479064941,0.2727272727272727,0.5471698113207547,44.31037139892578
camels_01664000,0.49183350801467896,2.294238328933716,1.5146743309813222,0.7375276409558033,1.0404119776894976,0.75804203748703,0.9066460728645325,-0.05531889682671838,-0.3151501417160034,-0.8535105586051941,50.50820541381836,0.23809523809523808,0.5423728813559322,50.019805908203125
camels_01667500,0.4735923409461975,3.9271535873413086,1.9817047174948412,0.6612696236767497,0.8652639006826739,0.707877516746521,0.8939391374588013,-0.05222637177238243,-5.992693901062012,12.466874122619629,55.6360969543457,0.35,0.47368421052631576,54.879905700683594
camels_02028500,0.3625708818435669,4.881535053253174,2.2094196190975524,0.6377054720805349,1.0183533109716576,0.6936586499214172,0.8074501156806946,-0.11473709839209081,-6.022839069366455,-5.778148174285889,66.16226959228516,0.47619047619047616,0.5,59.164268493652344
camels_02051500,0.6830184459686279,0.961206316947937,0.9804112998879282,0.6895003744991344,0.7441977272094045,0.8314107656478882,0.9494739174842834,-0.02488752321467042,-27.387449264526367,-4.9569172859191895,23.141094207763672,0.5263157894736842,0.5,58.06854248046875
camels_02053200,0.5765923261642456,2.088674545288086,1.4452247386784125,0.6937106117930736,0.888818959205136,0.771499514579773,1.1709955930709839,0.06968035276334904,-11.453664779663086,-53.621368408203125,76.7647705078125,1.0,0.7111111111111111,41.99858474731445
camels_02053800,0.3888266682624817,1.888323426246643,1.3741628092211793,0.7090738531178027,1.0958635005643937,0.7253401279449463,1.0031886100769043,0.002018917834540565,4.562293529510498,19.25164794921875,17.125877380371094,0.3,0.5535714285714286,68.54933166503906
camels_02056900,0.5526541471481323,1.4177377223968506,1.1906879198164608,0.7669321683875168,0.9885993643479176,0.7745270729064941,1.0579016208648682,0.03756927061525049,-1.6246342658996582,8.15229320526123,60.869808197021484,0.25,0.4098360655737705,57.197933197021484
camels_02059500,0.5713082551956177,1.4815073013305664,1.217171845439487,0.7790133239676567,1.0561244990349743,0.799307107925415,1.0735357999801636,0.040358649212711074,6.292732238769531,37.6087532043457,50.004661560058594,0.2857142857142857,0.3728813559322034,46.59939956665039
camels_02069700,-0.006365418434143066,2.227618455886841,1.4925208393475922,0.47998614092167535,1.4239588644949388,0.7128012180328369,0.9095005393028259,-0.09330621798407565,32.48678970336914,23.176496505737305,36.127777099609375,0.25,0.5,65.79228210449219
camels_02070000,0.1300966739654541,2.29512619972229,1.5149673922967088,0.5131359608375679,1.4131271376983798,0.7538939714431763,1.0761208534240723,0.06060788648691334,26.81694984436035,40.64479064941406,33.649871826171875,0.20833333333333334,0.47761194029850745,71.61083221435547
camels_02074500,0.5010821223258972,3.2816741466522217,1.8115391650892403,0.7276833391009021,0.9973017677813503,0.7510430812835693,0.8896843791007996,-0.04838281300911412,-1.1615841388702393,103.22886657714844,-54.133094787597656,0.25,0.5396825396825397,48.343658447265625
camels_02077200,0.3484548330307007,11.822709083557129,3.4384166535713976,0.42422315792950627,0.5956134686145497,0.590332567691803,1.0127707719802856,0.0031532538987714743,-25.907543182373047,-34.89006805419922,78.440185546875,0.17647058823529413,0.34545454545454546,48.377593994140625
camels_02081500,0.664848804473877,2.9118072986602783,1.7064018573185737,0.6483797977568405,0.7336159966583844,0.8213152885437012,1.1440420150756836,0.04492987557431997,-25.24070167541504,-29.350740432739258,62.4483528137207,0.2631578947368421,0.3870967741935484,42.24561309814453
camels_02092500,0.460615336894989,3.239064931869507,1.7997402401095295,0.5772175780873421,1.242179118403508,0.813256025314331,1.2919262647628784,0.12959336114925787,30.721435546875,-42.88861846923828,88.3344497680664,1.0,0.5652173913043478,50.62409210205078
camels_02096846,0.36010193824768066,5.440986633300781,2.3325922561178114,0.5748676335039489,1.1255509190487498,0.7264299392700195,1.3002231121063232,0.09110952545412802,11.283555030822754,-43.362586975097656,73.81147766113281,0.21052631578947367,0.38596491228070173,50.2144889831543
camels_02102908,0.22883909940719604,1.0919872522354126,1.044981938712537,0.6012193283498797,1.0228916249238893,0.655323326587677,0.8007514476776123,-0.25594134579609273,-11.081619262695312,23.693449020385742,7.675970554351807,0.4583333333333333,0.5675675675675675,58.89369201660156
camels_02111180,0.4411529302597046,6.272493362426758,2.504494632141734,0.5891298838887963,0.7567025635460163,0.670030951499939,0.9727780222892761,-0.016638443760863802,-23.847864151000977,0.13578519225120544,-9.685357093811035,0.3333333333333333,0.43333333333333335,53.09675979614258
camels_02111500,0.3434028625488281,2.4452908039093018,1.5637425631827324,0.6829559432868986,1.139956872939734,0.7216897010803223,0.9410730600357056,-0.04987199510959793,10.5828218460083,32.847625732421875,0.30783551931381226,0.375,0.421875,48.29439163208008
camels_02112120,0.4626119136810303,1.8687043190002441,1.3670056031341804,0.6782143983547133,0.9089948966490077,0.7142781019210815,0.8832650780677795,-0.09831770522255555,-10.759869575500488,20.55475616455078,18.849124908447266,0.34782608695652173,0.4603174603174603,55.883853912353516
camels_02112360,0.36385560035705566,1.295933723449707,1.1383908482809,0.672293049254934,1.1077974954364078,0.7334915399551392,0.8426952362060547,-0.18452197205985724,4.222977161407471,46.17607498168945,-24.61197280883789,0.4230769230769231,0.5915492957746479,62.885643005371094
camels_02118500,0.43108707666397095,2.187854290008545,1.4791397128089505,0.7123643288748602,0.9993210495313485,0.71583092212677,0.9554831385612488,-0.030987046507711974,-6.829562664031982,7.616376876831055,5.976383209228516,0.3684210526315789,0.5230769230769231,54.033546447753906
camels_02125000,0.5229891538619995,6.5111260414123535,2.551690820105828,0.5720364294955637,0.6772129945438434,0.7249835729598999,0.9423169493675232,-0.018157632582138712,-32.39533615112305,-42.12809371948242,52.344566345214844,0.4090909090909091,0.5396825396825397,57.954261779785156
camels_02128000,0.42673879861831665,6.816249847412109,2.6107948688880382,0.6192620299750831,0.8122157651101608,0.6688090562820435,1.0033230781555176,0.0010942096875118839,-12.406055450439453,8.017252922058105,-394.06732177734375,0.2857142857142857,0.3880597014925373,70.4001693725586
camels_02137727,0.6240642070770264,2.4662234783172607,1.5704214333475142,0.7531134190263519,1.0508129687769947,0.8314297199249268,0.8269246220588684,-0.138136367562866,-8.81238842010498,18.252056121826172,39.459434509277344,0.45454545454545453,0.4915254237288136,54.87075424194336
camels_02140991,0.5907496213912964,3.320019483566284,1.8220920623191037,0.7219536698791853,0.8487343150679313,0.7731821537017822,0.9453912377357483,-0.036785582326567354,-18.816625595092773,-2.716809034347534,31.977283477783203,0.3333333333333333,0.4666666666666667,48.04815673828125
camels_02143000,0.4833705425262451,2.897650957107544,1.702248794127211,0.7451063779457849,1.0663743630249753,0.7606278657913208,0.9428494572639465,-0.04127685744826632,-2.7025249004364014,32.87324142456055,1.2026747465133667,0.047619047619047616,0.5081967213114754,50.52935028076172
camels_02143040,0.39333808422088623,4.325708866119385,2.0798338554123466,0.6872069881982341,1.2076095958879869,0.766737163066864,0.9819397926330566,-0.013243881855334535,13.89154052734375,-3.5787079334259033,3.7929773330688477,0.30434782608695654,0.5423728813559322,47.2602653503418
camels_02149000,0.1500709056854248,2.9108870029449463,1.7061321762820565,0.512606902953396,1.4149552452645304,0.7637366652488708,0.9023075699806213,-0.09558466451163368,12.503443717956543,17.659683227539062,36.43962860107422,0.48,0.5538461538461539,50.1220588684082
