basin,NSE,RMSE,MSE,Beta-KGE
CAMELS_UY_10,0.2568414807319641,1.0258661239386917,1.0524013042449951,1.543066143989563
CAMELS_UY_11,0.35401612520217896,1.2764810337700223,1.629403829574585,1.1309353113174438
CAMELS_UY_15,0.7586706280708313,0.9710799777097009,0.9429963231086731,1.1475036144256592
CAMELS_UY_16,0.38558608293533325,2.230957832762085,4.9771728515625,0.8318990468978882
CAMELS_UY_2,0.4495181441307068,1.8385658442678892,3.380324363708496,1.0095891952514648
CAMELS_UY_3,0.8282531499862671,1.2733154706467644,1.6213322877883911,0.9015992283821106
CAMELS_UY_5,0.7900315523147583,2.1351092481691496,4.558691501617432,1.014898419380188
CAMELS_UY_6,0.8408871293067932,1.2381178209538612,1.5329357385635376,0.9211037158966064
CAMELS_UY_7,0.5482000112533569,2.82734804387648,7.993896961212158,1.144283652305603
CAMELS_UY_8,0.6086268424987793,2.472808110061966,6.114779949188232,1.4661917686462402
CAMELS_UY_9,0.766126811504364,1.121690916722234,1.2581905126571655,0.9926580190658569
